101053|103001
101011|103002
101038|103003
101033|103004
101050|103005
101013|103006
101051|103007
101058|103008
101012|103009
101040|103010
101011|103011
101038|103012
101026|103013
101004|103014
101060|103015
101046|103016
101006|103017
101025|103018
101005|103019
101028|103020
101018|103021
101039|103022
101039|103023
101043|103024
101008|103025
101036|103026
101016|103027
101015|103028
101034|103029
101056|103030
101004|103031
101046|103032
101011|103033
101031|103034
101016|103035
101049|103036
101026|103037
101032|103038
101040|103039
101009|103040
101038|103041
101048|103042
101035|103043
101035|103044
101007|103045
101055|103046
101004|103047
101032|103048
101057|103049
101026|103050
101031|103051
101050|103052
101031|103053
101046|103054
101024|103055
101053|103056
101003|103057
101016|103058
101044|103059
101039|103060
101022|103061
101036|103062
101019|103063
101011|103064
101025|103065
101012|103066
101007|103067
101009|103068
101025|103069
101033|103070
101027|103071
101052|103072
101037|103073
101036|103074
101025|103075
101029|103076
101016|103077
101041|103078
101034|103079
101024|103080
101015|103081
101056|103082
101002|103083
101033|103084
101006|103085
101033|103086
101051|103087
101030|103088
101046|103089
101059|103090
101044|103091
101045|103092
101010|103093
101007|103094
101034|103095
101058|103096
101047|103097
101052|103098
101005|103099
101034|103100
101001|103101
101008|103102
101046|103103
101045|103104
101019|103105
101012|103106
101032|103107
101014|103108
101018|103109
101004|103110
101007|103111
101004|103112
101020|103113
101059|103114
101004|103115
101037|103116
101027|103117
101035|103118
101027|103119
101010|103120
101024|103121
101038|103122
101013|103123
101007|103124
101042|103125
101055|103126
101054|103127
101006|103128
101041|103129
101059|103130
101039|103131
101031|103132
101025|103133
101039|103134
101031|103135
101005|103136
101012|103137
101014|103138
101017|103139
101050|103140
101043|103141
101028|103142
101055|103143
101032|103144
101037|103145
101009|103146
101012|103147
101042|103148
101012|103149
101034|103150
101031|103151
101010|103152
101031|103153
101048|103154
101007|103155
101006|103156
101006|103157
101058|103158
101002|103159
101034|103160
101029|103161
101011|103162
101035|103163
101060|103164
101057|103165
101016|103166
101043|103167
101014|103168
101005|103169
101012|103170
101020|103171
101040|103172
101042|103173
101038|103174
101045|103175
101038|103176
101027|103177
101004|103178
101008|103179
101017|103180
101037|103181
101013|103182
101015|103183
101056|103184
101050|103185
101052|103186
101040|103187
101054|103188
101023|103189
101049|103190
101004|103191
101028|103192
101024|103193
101058|103194
101001|103195
101002|103196
101028|103197
101009|103198
101059|103199
101026|103200
101033|103201
101004|103202
101041|103203
101044|103204
101003|103205
101009|103206
101016|103207
101030|103208
101025|103209
101037|103210
101047|103211
101051|103212
101025|103213
101037|103214
101013|103215
101034|103216
101043|103217
101001|103218
101010|103219
101023|103220
101043|103221
101044|103222
101021|103223
101015|103224
101041|103225
101033|103226
101018|103227
101027|103228
101027|103229
101011|103230
101021|103231
101010|103232
101021|103233
101041|103234
101006|103235
101030|103236
101025|103237
101034|103238
101043|103239
101015|103240
101028|103241
101023|103242
101038|103243
101005|103244
101035|103245
101054|103246
101030|103247
101002|103248
101021|103249
101043|103250
101055|103251
101032|103252
101019|103253
101028|103254
101052|103255
101014|103256
101032|103257
101042|103258
101028|103259
101040|103260
101017|103261
101015|103262
101013|103263
101037|103264
101006|103265
101057|103266
101039|103267
101026|103268
101020|103269
101014|103270
101033|103271
101051|103272
101035|103273
101057|103274
101048|103275
101024|103276
101051|103277
101050|103278
101017|103279
101018|103280
101008|103281
101040|103282
101059|103283
101054|103284
101014|103285
101045|103286
101039|103287
101005|103288
101024|103289
101039|103290
101013|103291
101004|103292
101034|103293
101028|103294
101008|103295
101058|103296
101046|103297
101047|103298
101045|103299
101017|103300
101019|103301
101033|103302
101009|103303
101020|103304
101010|103305
101054|103306
101049|103307
101032|103308
101006|103309
101029|103310
101031|103311
101058|103312
101012|103313
101042|103314
101056|103315
101025|103316
101045|103317
101029|103318
101028|103319
101040|103320
101026|103321
101001|103322
101034|103323
101060|103324
101043|103325
101020|103326
101014|103327
101059|103328
101005|103329
101026|103330
101035|103331
101018|103332
101009|103333
101006|103334
101012|103335
101056|103336
101045|103337
101057|103338
101043|103339
101030|103340
101022|103341
101031|103342
101058|103343
101012|103344
101027|103345
101020|103346
101043|103347
101058|103348
101026|103349
101040|103350
101034|103351
101057|103352
101045|103353
101004|103354
101005|103355
101033|103356
101041|103357
101026|103358
101024|103359
101018|103360
101025|103361
101056|103362
101010|103363
101007|103364
101043|103365
101014|103366
101039|103367
101053|103368
101054|103369
101020|103370
101056|103371
101060|103372
101005|103373
101054|103374
101058|103375
101008|103376
101014|103377
101044|103378
101033|103379
101038|103380
101030|103381
101004|103382
101009|103383
101033|103384
101007|103385
101053|103386
101019|103387
101018|103388
101050|103389
101023|103390
101011|103391
101035|103392
101023|103393
101014|103394
101035|103395
101030|103396
101023|103397
101015|103398
101015|103399
